plant,usage,pkmt,model,od,optn,spd_spec,assy,component,cmp_description,brg_spec,ea,ay,dia_of_ball,num_of_ball,contact_angle,pcd
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0240',620203-15030,MM1410V0240;SPD_P30F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0250',620203-15031,MM1410V0250;SPD_P30F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0260',620203-15032,MM1410V0260;SPD_P30F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0270',620203-15033,MM1410V0270;SPD_P30F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0280',620203-15034,MM1410V0280;SPD_P30F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0170',620203-14986,MM1410V0170;SPD_P22F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0180',620203-14987,MM1410V0180;SPD_P22F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0190',620203-14988,MM1410V0190;SPD_P22F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0200',620203-14989,MM1410V0200;SPD_P22F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0210',620203-14990,MM1410V0210;SPD_P22F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0220',620203-15028,MM1410V0220;SPD_P22F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0180',620203-14987,MM1410V0180;SPD_P22F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0200',620203-14989,MM1410V0200;SPD_P22F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0220',620203-15028,MM1410V0220;SPD_P22F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1300',620203-15036,MM1410V1300;SPD_P22F8K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1320',620203-15038,MM1410V1320;SPD_P22F8K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1340',620203-15040,MM1410V1340;SPD_P22F8K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0240',620203-15030,MM1410V0240;SPD_P30F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0260',620203-15032,MM1410V0260;SPD_P30F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0280',620203-15034,MM1410V0280;SPD_P30F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0360',620203-22487,MM1410V0360;SPD_18F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0380',620203-22489,MM1410V0380;SPD_18F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0400',620203-22491,MM1410V0400;SPD_18F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0350',620203-22486,MM1410V0350;SPD_18F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0370',620203-22488,MM1410V0370;SPD_18F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0390',620203-22490,MM1410V0390;SPD_18F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0360',620203-22487,MM1410V0360;SPD_18F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0380',620203-22489,MM1410V0380;SPD_18F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0400',620203-22491,MM1410V0400;SPD_18F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0350',620203-22486,MM1410V0350;SPD_18F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0370',620203-22488,MM1410V0370;SPD_18F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0390',620203-22490,MM1410V0390;SPD_18F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0360',620203-22487,MM1410V0360;SPD_18F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0380',620203-22489,MM1410V0380;SPD_18F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0400',620203-22491,MM1410V0400;SPD_18F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0350',620203-22486,MM1410V0350;SPD_18F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0370',620203-22488,MM1410V0370;SPD_18F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0390',620203-22490,MM1410V0390;SPD_18F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1290',620203-15035,MM1410V1290;SPD_P22F8K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,R10905,"BEARING,BALL;ANGULAR CONTACT",90BNR10HTYNDBBCA25P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1300',620203-15036,MM1410V1300;SPD_P22F8K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10905,"BEARING,BALL;ANGULAR CONTACT",90BNR10HTYNDBBCA25P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1310',620203-15037,MM1410V1310;SPD_P22F8K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10905,"BEARING,BALL;ANGULAR CONTACT",90BNR10HTYNDBBCA25P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1320',620203-15038,MM1410V1320;SPD_P22F8K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10905,"BEARING,BALL;ANGULAR CONTACT",90BNR10HTYNDBBCA25P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1330',620203-15039,MM1410V1330;SPD_P22F8K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10905,"BEARING,BALL;ANGULAR CONTACT",90BNR10HTYNDBBCA25P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1340',620203-15040,MM1410V1340;SPD_P22F8K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10905,"BEARING,BALL;ANGULAR CONTACT",90BNR10HTYNDBBCA25P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0360',620203-22487,MM1410V0360;SPD_18F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,S6000130,"BEARING,BALL;RADIAL",#6013,1,EA,10.319,15,0,82.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0380',620203-22489,MM1410V0380;SPD_18F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,S6000130,"BEARING,BALL;RADIAL",#6013,1,EA,10.319,15,0,82.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0400',620203-22491,MM1410V0400;SPD_18F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,S6000130,"BEARING,BALL;RADIAL",#6013,1,EA,10.319,15,0,82.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0350',620203-22486,MM1410V0350;SPD_18F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,S6000130,"BEARING,BALL;RADIAL",#6013,1,EA,10.319,15,0,82.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0370',620203-22488,MM1410V0370;SPD_18F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,S6000130,"BEARING,BALL;RADIAL",#6013,1,EA,10.319,15,0,82.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0390',620203-22490,MM1410V0390;SPD_18F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,S6000130,"BEARING,BALL;RADIAL",#6013,1,EA,10.319,15,0,82.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0360',620203-22487,MM1410V0360;SPD_18F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,S6000170,"BEARING,BALL;RADIAL",#6017,1,EA,13.494,15,0,107.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0380',620203-22489,MM1410V0380;SPD_18F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,S6000170,"BEARING,BALL;RADIAL",#6017,1,EA,13.494,15,0,107.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0400',620203-22491,MM1410V0400;SPD_18F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,S6000170,"BEARING,BALL;RADIAL",#6017,1,EA,13.494,15,0,107.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0350',620203-22486,MM1410V0350;SPD_18F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,S6000170,"BEARING,BALL;RADIAL",#6017,1,EA,13.494,15,0,107.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0370',620203-22488,MM1410V0370;SPD_18F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,S6000170,"BEARING,BALL;RADIAL",#6017,1,EA,13.494,15,0,107.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0390',620203-22490,MM1410V0390;SPD_18F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,S6000170,"BEARING,BALL;RADIAL",#6017,1,EA,13.494,15,0,107.5
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0230',620203-15029,MM1410V0230;SPD_P30F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0240',620203-15030,MM1410V0240;SPD_P30F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0250',620203-15031,MM1410V0250;SPD_P30F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0260',620203-15032,MM1410V0260;SPD_P30F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0270',620203-15033,MM1410V0270;SPD_P30F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0280',620203-15034,MM1410V0280;SPD_P30F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0170',620203-14986,MM1410V0170;SPD_P22F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0180',620203-14987,MM1410V0180;SPD_P22F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0190',620203-14988,MM1410V0190;SPD_P22F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0200',620203-14989,MM1410V0200;SPD_P22F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0210',620203-14990,MM1410V0210;SPD_P22F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0220',620203-15028,MM1410V0220;SPD_P22F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,140101-01454,"BEARING,BALL;ANGULAR CONTACT",90BNR10ETYNDBBCA20P4U214,1,EA,11.11,26,18,115
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0180',620203-14987,MM1410V0180;SPD_P22F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0200',620203-14989,MM1410V0200;SPD_P22F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0220',620203-15028,MM1410V0220;SPD_P22F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1300',620203-15036,MM1410V1300;SPD_P22F8K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1320',620203-15038,MM1410V1320;SPD_P22F8K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1340',620203-15040,MM1410V1340;SPD_P22F8K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0240',620203-15030,MM1410V0240;SPD_P30F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0260',620203-15032,MM1410V0260;SPD_P30F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0280',620203-15034,MM1410V0280;SPD_P30F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10416,"BEARING,BALL;ANGULAR CONTACT",7203B.TVP.UL(R10416),2,EA,,,,
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0360',620203-22487,MM1410V0360;SPD_18F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0380',620203-22489,MM1410V0380;SPD_18F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0400',620203-22491,MM1410V0400;SPD_18F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0350',620203-22486,MM1410V0350;SPD_18F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0370',620203-22488,MM1410V0370;SPD_18F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0390',620203-22490,MM1410V0390;SPD_18F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10697A,"BEARING,BALL;ANGULAR CONTACT",7211ACD/P4ADBA,1,EA,14.288,15,25,77.535
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0360',620203-22487,MM1410V0360;SPD_18F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0380',620203-22489,MM1410V0380;SPD_18F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0400',620203-22491,MM1410V0400;SPD_18F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0350',620203-22486,MM1410V0350;SPD_18F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0370',620203-22488,MM1410V0370;SPD_18F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0390',620203-22490,MM1410V0390;SPD_18F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10698A,"BEARING,BALL;ANGULAR CONTACT",7015CD/P4ADBA,1,EA,12.7,20,15,95
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0360',620203-22487,MM1410V0360;SPD_18F6K_BT50_BT_T_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0380',620203-22489,MM1410V0380;SPD_18F6K_CT50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0400',620203-22491,MM1410V0400;SPD_18F6K_DIN50_CTDIN_T_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0350',620203-22486,MM1410V0350;SPD_18F6K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0370',620203-22488,MM1410V0370;SPD_18F6K_CT50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V0390',620203-22490,MM1410V0390;SPD_18F6K_DIN50_CTDIN_N_M4D,SPINDLE ASSY;HEAD,R10834,"BEARING,BALL;ANGULAR CONTACT",S7019FB/P4AQBCA,1,EA,10.319,26,18,120
1840,F,MV0049,MYNX 6500/50 II,MM1410 = 'V1290',620203-15035,MM1410V1290;SPD_P22F8K_BT50_BT_N_M4D,SPINDLE ASSY;HEAD,R10905,"BEARING,BALL;ANGULAR CONTACT",90BNR10HTYNDBBCA25P4U214,1,EA,11.11,26,18,115
